lbl,dflt
"switch over instructions","<span style="font-size:17px;">Wichtig - Bitte lesen</span><br /><br />Dieses einmalige Hilfsprogramm sollte VOR Ihrem ersten <APPNAME> DataPush verwendet werden.<br /><br />Um doppelte Daten in Ihrer Buchhaltungssoftware zu vermeiden, müssen Sie ein "Umschaltdatum" festlegen. Nach diesem Datum sollten Rechnungen nur noch in <APPNAME> eingegeben werden (und nicht mehr doppelt in Ihrer Buchhaltungssoftware).<br /><br />Nach dem "Umstellungsdatum" verwenden Sie die DataPush-Funktion von <APPNAME>, um Rechnungen und Zahlungen automatisch direkt in genehmigte Buchhaltungssysteme zu übertragen und nie wieder Rechnungen oder Zahlungen doppelt einzugeben!"
"switch over date","Datum der Umstellung"
"switch over date note 1","Um alle bestehenden <APPNAME>-Rechnungen zu verschieben, setzen Sie das Umschaltdatum auf den 01.01.2000."
"switch over date note 2","Alle Rechnungen vor dem "Umstellungsdatum" werden NICHT an Ihre Buchhaltungssoftware übermittelt, um Duplikate zu vermeiden!"
"switch over date note 3","Alle Zahlungen, die Sie für Rechnungen erhalten, die nicht in Ihre Buchhaltungssoftware übertragen wurden, müssen sowohl in <APPNAME> *als auch* in Ihrer Buchhaltungssoftware eingegeben werden."
"read and understand instructions","Ich habe diese Anleitung gelesen und verstanden."
"confirm read switch over instructions","Bitte bestätigen Sie, dass Sie die Umschaltanweisungen gelesen und verstanden haben."
"must set switch over date","Sie müssen ein Umschaltdatum wählen"
"switch over date cannot be in future","Das Umschaltdatum kann nicht in der Zukunft liegen."
"verify switch over date","Prüfen Sie das Datum!\n\nIst <DATE> korrekt?\n\nHINWEIS: DIES KANN NICHT RÜCKGÄNGIG GEMACHT WERDEN!"
"switch over date has not been set","Für diesen lower(<LBLBRANCH>) wurde noch kein Umstellungsdatum festgelegt. Dies ist erforderlich. Möchten Sie das Umstellungsdatum jetzt festlegen?"
"set switch over date","Umschaltdatum festlegen"
"qbonline get cust instruct","Dadurch wird eine Liste von Kunden aus QuickBooks Online gezogen und Sie können festlegen, welche Kunden in <APPNAME> importiert werden sollen.\nWählen Sie den lower(<LBLBRANCH>) aus, in den die Kunden importiert werden sollen, entscheiden Sie, ob Sie bestehende Kunden in <APPNAME> behalten oder löschen möchten, und klicken Sie dann auf "Weiter", um fortzufahren."
"delete all app custs and replace them","Löschen Sie ALLE <APPNAME>-Kunden für die ausgewählte lower(<LBLBRANCH>) und ersetzen Sie sie durch Kunden aus <ACCTSYS>."
"keep existing app cust and add from","Bestehende <APPNAME>-Kunden beibehalten, nur Kunden aus <ACCTSYS> hinzufügen"
"querying quickbooks","Abfrage von <ACCTSYS>\nDies kann einige Minuten dauern, ohne dass der Fortschritt angezeigt wird\nBitte warten..."
"select cust to import","Zu importierende Kunden auswählen"
"no customers to import","Keine Kunden zu importieren."
"must select at least 1 cust to import","Sie müssen mindestens 1 Kunden für den Import auswählen."
"are you sure you want to delete all app cust and replace with","Sind Sie sicher, dass Sie ALLE aktuellen <APPNAME>-Kunden für die ausgewählte lower(<LBLBRANCH>) löschen und durch Kunden aus <ACCTSYS> ersetzen möchten?"
"purging existing customers","Bestehende Kunden bereinigen\nBitte warten Sie..."
"new notification","Neue Benachrichtigung"
"manual journal entry","Manuelle Journalbuchung"
"send push notification","Senden einer Push-Benachrichtigung"
"manpush instruct","Diese Anleitung führt Sie durch die Übertragung von <APPNAME>-Daten in manuelle Journaleinträge.\n\nHINWEIS: Es werden KEINE Daten in Ihr Buchhaltungssystem übertragen, sondern Zahlen für manuelle Journalbuchungen bereitgestellt.\n\nWählen Sie den lower(<LBLBRANCH>) aus und klicken Sie dann auf "Weiter", um fortzufahren."
"notification message","Benachrichtigungsmeldung"
"create fileext output file",".<EXT>-Ausgabedatei erstellen"
"push notif dialog","Der Dialog, den Sie gleich sehen werden, dient dazu, Push-Benachrichtigungen von <APPNAME> zu aktivieren. Dazu gehören z. B. neue Arbeitsaufträge und Terminverschiebungsbenachrichtigungen. Bitte zulassen"
"strongly recommended to print report cant print later","Es wird dringend empfohlen, den folgenden Bericht auszudrucken. Sie können ihn später nicht erneut drucken."
"failed to initialize push notif","Die Push-Benachrichtigung konnte nicht initialisiert werden. Sie werden keine Benachrichtigungen erhalten."
"everything is already geo coded","Ich habe es gerade überprüft und alles ist bereits geokodiert. Toll!"
"confirm disable push notif","Wenn Sie diesen Dienst nicht zulassen, können Sie keine Benachrichtigungen erhalten, z. B. über neue Arbeitsaufträge oder Terminverschiebungsbenachrichtigungen. Möchten Sie fortfahren?"
"done geo coded results","Erledigt\n\nGeo Coed: <CODED>\nÜbersprungen: <SKIPPED>"
"push notif enabled","Push-Benachrichtigungen Aktiviert"
"geo code customers","Geo Code Kunden"
"push notif disabled","Push-Benachrichtigungen Deaktiviert"
"geo bldr instruct","Mit diesem Dienstprogramm werden Kunden geokodiert. Kunden müssen aktiv sein und eine gültige Adresse haben, damit sie geokodiert werden können. Mit diesem Dienstprogramm werden bis zu <BLOCKSIZE> Kunden auf einmal geokodiert."
"failed to save notif token","Der Benachrichtigungs-Token konnte nicht gespeichert werden. Sie werden KEINE Benachrichtigungen von <APPNAME> erhalten."
"go","Weiter"
"failed to delete notif token","Benachrichtigungs-Token konnte nicht gelöscht werden. Sie erhalten möglicherweise unerwünschte Benachrichtigungen von <APPNAME>."
"geo coding please wait","Geo-Codierung\nBitte warten..."
"must select at least 1 user","Sie müssen mindestens 1 Benutzer auswählen"
"creating manual journal entries","Manuelle Journaleinträge erstellen\nBitte warten..."
"push enabled","Drücken Aktiviert"
"ref","Ref"
"push disabled msg","Der Benutzer ist nicht für die Annahme von Push-Benachrichtigungen konfiguriert! Lassen Sie den Benutzer sich erneut bei der mobilen App anmelden."
"reference","Referenz"
"confirm send tech sched set push","Push-Benachrichtigung an alle Techniker für die lower(<LBLBRANCH>) <BRANCH> senden und WOs als an Techniker gesendet kennzeichnen?"
"more","Mehr"
"import from","Importieren von <SOFTWARE>"
"csv file",".csv-Datei"
"only available on desktop","Diese Funktion ist nur in der Desktop-App verfügbar (nur Pro-Version)"
"qbonline get inv instruct","Dadurch wird eine Liste von Rechnungen aus QuickBooks Online gezogen und Sie können angeben, welche Rechnungen in <APPNAME> importiert werden sollen.\nWählen Sie den lower(<LBLBRANCH>) aus, in den die Rechnungen importiert werden sollen, entscheiden Sie, ob Sie bestehende Rechnungen in <APPNAME> behalten oder löschen möchten, und klicken Sie dann auf "Weiter", um fortzufahren."
"delete all app inv and replace them","ALLE <APPNAME>-Rechnungen für die ausgewählte lower(<LBLBRANCH>) löschen und durch Rechnungen aus <ACCTSYS> ersetzen"
"keep existing app inv and add from","Bestehende <APPNAME>-Rechnungen beibehalten, nur Rechnungen aus <ACCTSYS> hinzufügen"
"no invoices to import","Keine Rechnungen zu importieren."
"must select at least 1 inv to import","Sie müssen mindestens 1 Rechnung zum Importieren auswählen."
"are you sure you want to delete all app inv and replace with","Sind Sie sicher, dass Sie ALLE aktuellen <APPNAME>-Rechnungen für die ausgewählte lower(<LBLBRANCH>) löschen und durch Rechnungen aus <ACCTSYS> ersetzen möchten?\n\nRechnungen, für die eine Zahlung erfolgt ist, werden NICHT gelöscht."
"select inv to import","Zu importierende Rechnungen auswählen"
"view skipped inv","Ansicht Übersprungen\n Inv"
"importing inv please wait","Rechnungen importieren, bitte warten"
"imported x inv","Erfolgreich <CNT> Rechnungen importiert."
"purging existing invoices","Bestehende Rechnungen bereinigen\nBitte warten..."
"switch","Schalter"
"switching merchants will unlink current merchant account","Wenn Sie den Händler wechseln, wird die Verknüpfung Ihres aktuellen Händlerkontos aufgehoben, und Sie müssen Ihr Konto erneut verknüpfen, wenn Sie wieder wechseln. Sind Sie sicher, dass Sie wechseln möchten?\n\nHINWEIS: Durch den Wechsel des Händlers verlieren Sie alle gespeicherten Karten, da diese auf der Händlerseite gespeichert sind."
"card number","Kartennummer"
"expiration","Verfallsdatum"
"must enter expiration date","Sie müssen das Verfallsdatum eingeben."
"must enter cvv","Sie müssen die CVV eingeben."
"must enter zip","Sie müssen die Rechnungs-Postleitzahl eingeben."
"card charged but failed to record","<span class="font-bold text-red">**Ihre Karte wurde belastet, aber beim Speichern des Zahlungsdatensatzes in unserem System ist ein Fehler aufgetreten**</span>\n\n<span class="text-red">Sie MÜSSEN</span> den <APPNAME>-Support kontaktieren, um Ihre Zahlung manuell eingeben zu lassen.\n\nBitte halten Sie die Zahlungs-ID bereit, wenn Sie anrufen und die Fehlermeldung: <ERRORMSG>\npaymentId: <PMTID>\n\n<APPNAME> Support:\n 	 Call (Best Option): <span class="font-bold"><SUPPORTNO></span> (8am - 5pm MDT, Mo - Fr)\n 	 E-Mail (letzter Ausweg): <SUPPORTEMAIL>"
"tax rates","Steuersätze"
"ft is already invoiced","Dieses Feld Ticket ist bereits fakturiert (siehe Rechnung: <INVOICEID>)."
"manage tax regions","Steuerregionen verwalten"
"all times must be set before marking ft ready to invoice","Start-/Ankunfts-/Abfahrts-/Erledigungszeiten müssen ausgefüllt werden, bevor dieses Feldticket als bereit für die Rechnungsstellung markiert wird."
"municipality","Kommune"
"ft created by tech but not returned yet mark as returned to continue","Dieses Feldticket wurde vom Techniker erstellt, aber noch nicht als zurückgegeben/übermittelt markiert. Bitte markieren Sie es als zurückgegeben/übermittelt."
"defined tax regions","Definierte Steuerregionen"
"cannot add task once ft is invoiced","Sie können keine Aufgabe mehr hinzufügen, sobald das Feldticket fakturiert ist."
"county","<LBLCOUNTY>"
"ft is invoiced and task is t&m","Dieses Feldticket wurde bereits in Rechnung gestellt und diese Aufgabe ist als T&M gekennzeichnet. Sind Sie sicher, dass Sie die Zeit für diese Aufgabe ändern möchten?\n\nHINWEIS: Wenn Sie fortfahren, wird diese Aufgabe nicht mehr als T&M gekennzeichnet, so dass sich der Rechnungspreis nicht ändert."
"confirm delete tax areas","Sind Sie sicher, dass Sie dieses Steuergebiet löschen wollen?"
"change time","Zeit ändern"
"manage tax rate","Steuersatz verwalten"
"task is invoiced","Aufgabe wird in Rechnung gestellt"
"old id","Alte ID"
"cannot del task once ft is invoiced","Sie können eine Aufgabe nicht mehr löschen, sobald das Feldticket fakturiert ist."
"manage tax rate tip","Tipp: Lassen Sie den lower(<LBLCOUNTY>) und/oder die Gemeinde für alle nicht definierten Orte innerhalb des Staates leer."
"delete invoice","Rechnung löschen"
"rate history","Historie bewerten"
"cannot delete inv with payments","Die Rechnung: <INVOICEID> hat Zahlungen erhalten. Sie können eine Rechnung nicht mehr löschen, wenn bereits Zahlungen erfolgt sind."
"effective","Wirksam"
"confirm del inv","Sind Sie sicher, dass Sie die Rechnung löschen wollen: <INVOICEID>?\n\nDies kann nicht rückgängig gemacht werden. Fahren Sie nur fort, wenn Sie diese Rechnung endgültig löschen möchten."
"rate","Bewerten Sie"
"make payment","Zahlung vornehmen"
"state cannot be blank","Zustand kann nicht leer sein"
"invoice is already paid in full","Die Rechnung ist bereits vollständig bezahlt"
"county cannot be blank","Der <LBLCOUNTY> kann nicht leer bleiben, wenn eine Gemeinde eingegeben wird."
"must enter reason for del invoice","Sie müssen einen Grund für die Löschung dieser Rechnung angeben"
"define tax rate","Steuersatz definieren"
"enter reason","Grund eingeben"
"send work order to","Arbeitsauftrag senden an"
"itemize optional","Aufschlüsselung (fakultativ)"
"project info","Projekt-Infos"
"tech via notification","Technik über Benachrichtigung"
"invoices this job and all linked jobs","Rechnungen (Dieser Auftrag und alle verknüpften Aufträge)"
"send text message","Senden einer Textnachricht"
"nsi","NSI"
"must enter notification message","Sie müssen die Benachrichtigung vor dem Senden eingeben"
"flag","Flagge"
"must enter push list","Sie müssen mindestens 1 Person eingeben, um eine Push-Benachrichtigung zu senden"
"aia app no","AIA App Nr."
"push notification sent","Push-Benachrichtigung gesendet"
"confirm send wo to tech","Senden Sie <TYPE> für <NAME> (und einschließlich zusätzlicher Arbeiter) und kennzeichnen Sie WO als An Technik gesendet?"
"reprint invoice","Rechnung nachdrucken"
"push notification","Push-Benachrichtigung"
"browser does not support push notification","Ihr Browser unterstützt derzeit keine Push-Benachrichtigungen!"
"push notif permission denied","Berechtigung für Push-Benachrichtigungen kann nicht erteilt werden. Erlaubnis verweigert"
"click add on the next screen to create a new","Klicken Sie auf dem nächsten Bildschirm auf +, um ein neues <ITEM> zu erstellen."
"send to","Senden an"
"confirm delete tax rate","Sind Sie sicher, dass Sie diesen Steuersatz löschen wollen?"
"card","Karte"
"bank account","Bankkonto"
"routing no","Leitweg Nr."
"account no","Konto-Nr."
"confirm account no","Bestätigen Sie die Kontonummer."
"account nos do not match","Die Kontonummer stimmt nicht überein!"
"must enter bank info","Sie müssen Ihre Bankdaten eingeben."
"confirm del pmt method on file","Sind Sie sicher, dass Sie die gespeicherte Zahlungsmethode löschen möchten: <DESC>?"
"cannot delete default payment method on file","Sie können die Standardzahlungsmethode nicht löschen. Bitte fügen Sie eine neue Zahlungsmethode hinzu (es wird die neue Standardmethode sein) und versuchen Sie es dann erneut."
"delete payment","Zahlung löschen"
"confirm del pmt","Sind Sie sicher, dass Sie die Zahlung löschen wollen: <PAYMENTID>?\n\nDies kann nicht rückgängig gemacht werden. Fahren Sie nur fort, wenn Sie diese Zahlung endgültig löschen möchten."
"push disabled","Deaktiviert drücken"
"mng time user not found msg","Der Benutzer wird in der ausgewählten lower(<LBLBRANCH>) nicht gefunden. Kann keinen Zeitsatz eingeben!"
"merchant id","Händler-ID"
"api credentials","API-Berechtigungsnachweise"
"pre-authorize","Vorautorisierung"
"manage geo regions","Verwalten von Georegionen"
"defined geo regions","Definierte Georegionen"
"geo regions","Georegionen"
"parent","Elternteil"
"super geo region","Super-Geo-Region"
"confirm delete record","Sind Sie sicher, dass Sie den markierten Datensatz löschen wollen?"
"geo reg instructions","Definieren Sie Ihre geografischen Regionen wie gewünscht. Zum Beispiel könnte "Name" Ihr <LBLCOUNTY>-Name und "Parent" Ihr Bundeslandkürzel sein."
"geo region","Geo-Region"
"region name","Name der Region"
"region name cannot be blank","Der Name der Region darf nicht leer sein"
"parent name cannot be blank","Der Name des Elternteils darf nicht leer sein"
"belongs to super geo region","Gehört zu Super Geo Region"
"super geo regions","Super-Geo-Regionen"
"manage super geo regions","Verwalten von Super-Georegionen"
"defined super geo regions","Definierte Super-Geo-Regionen"
"super region name cannot be blank","Der Name der Superregion darf nicht leer sein"
"super geo instructions","Definieren Sie Ihre geografischen Superregionen wie gewünscht. Zum Beispiel könnte "Name" der Name Ihres Gebiets/Bezirks sein. Super-Georegionen enthalten mehrere Georegionen."
"super region name","Name der Superregion"
"view payments","Ansicht Zahlungen"
"app url","URL der Anwendung"
"switch app page","Sind Sie sicher, dass Sie wechseln wollen:\nVon: <CUR>\nTo: <NEU>?"
"credentials from clover","Anmeldeinformationen von Clover Connect Email"
"file upload progress","Hochladen der Datei(en) <CNT> von <TOT>"
"preparing files to upload","Vorbereiten der hochzuladenden Datei(en)"
"must check enter new payment before you can save it out","Sie müssen <CHkLBL> überprüfen, bevor Sie einen neuen Zahlweg speichern können."
"save payment method","Zahlungsmethode speichern"
"create invoice","Rechnung erstellen"
"create nsi","NSI erstellen"
"manage pending nsi","Anhängige NSIs verwalten"
"temp id","Temp. ID"
"billing","Rechnungsstellung"
"always show selected","Rechnungsstellung"
"confirm comp code ok","Bitte bestätigen Sie Ihren Buchungskreis: <b><span style="font-size:16px"><COMPCODE></span></b>\n\nDieser wird verwendet, wenn Sie sich bei <APPNAME> anmelden und wird von allen Mitarbeitern verwendet.\n\n Zum Beispiel:\n<img style="margin-top:10px; max-height:200px;" src="../img/signInScreenCustCode.png" />"
