lbl,dflt
"importing inv please wait","Importando Fatura, por favor aguarde"
"imported x inv","Importados com sucesso <CNT> faturas."
"purging existing invoices","Eliminação de facturas existentes\nAguarde..."
"switch","Trocar"
"switching merchants will unlink current merchant account","A mudança de comerciante irá desvincular a sua conta de comerciante actual e terá de voltar a associar a sua conta se voltar a mudar. Tem a certeza de que pretende mudar?\n\nNOTA: Ao mudar de comerciante, perderá todos os cartões registados, uma vez que estes são armazenados no lado do comerciante."
"card number","Número do cartão"
"expiration","Expiração"
"must enter expiration date","É necessário introduzir a data de expiração."
"must enter cvv","É necessário introduzir o CVV."
"must enter zip","É necessário introduzir o <LBLZIP> de facturação."
"card charged but failed to record","<span class="font-bold text-red">**O seu cartão foi debitado, mas ocorreu um erro ao guardar o registo do pagamento no nosso sistema**</span>\n\n<span class="text-red">DEVE</span> contactar o suporte da <APPNAME> para que o seu pagamento seja introduzido manualmente.\n\nTenha em mãos o ID do pagamento quando telefonar e a mensagem de erro: <ERRORMSG>\npaymentId: <PMTID>\n\nSuporte do <APPNAME>:\n 	 Chamada (melhor opção): <span class="font-bold"><SUPPORTNO></span> (8am - 5pm MDT, Mon - Fri)\n 	 E-mail (último recurso): <SUPPORTEMAIL>"
"tax rates","Taxas de imposto"
"ft is already invoiced","Este campo do bilhete já foi facturado (ver factura: <INVOICEID>)."
"manage tax regions","Gerir regiões fiscais"
"all times must be set before marking ft ready to invoice","As horas de início/chegada/partida/conclusão devem ser preenchidas antes de marcar este campo como pronto para facturação"
"municipality","Município"
"ft created by tech but not returned yet mark as returned to continue","Este ticket de campo foi criado pelo técnico, mas não foi marcado como devolvido / enviado. Por favor, marque como devolvido / enviado."
"defined tax regions","Regiões fiscais definidas"
"cannot add task once ft is invoiced","Não é possível adicionar uma tarefa depois de a ficha de campo ter sido facturada."
"county","<LBLCOUNTY>"
"ft is invoiced and task is t&m","Esta ficha de campo já foi facturada e esta tarefa está assinalada como T&M. Tem a certeza de que pretende alterar a hora desta tarefa?\n\nNOTA: Se prosseguir, esta tarefa deixará de ser assinalada como T&M para que o preço da factura não seja alterado."
"confirm delete tax areas","Tem a certeza de que pretende eliminar esta região fiscal?"
"change time","Tempo de mudança"
"manage tax rate","Gerir a taxa de imposto"
"task is invoiced","A tarefa é facturada"
"old id","ID antigo"
"cannot del task once ft is invoiced","Não é possível eliminar uma tarefa depois de a ficha de campo ter sido facturada."
"manage tax rate tip","Sugestão: Deixar o lower(<LBLCOUNTY>) e/ou município em branco para todos os indefinidos no estado"
"delete invoice","Eliminar factura"
"rate history","Histórico de taxas"
"cannot delete inv with payments","A factura: <INVOICEID> foi objecto de pagamentos. Não é possível eliminar uma factura depois de os pagamentos terem sido efectuados."
"effective","Eficaz"
"confirm del inv","Tem a certeza de que pretende eliminar a factura: <INVOICEID>?\n\nEsta acção não pode ser anulada. Só prossiga se pretender eliminar permanentemente esta factura."
"rate","Taxa"
"make payment","Efectuar o pagamento"
"state cannot be blank","O Estado não pode estar em branco"
"invoice is already paid in full","A factura já foi paga na totalidade"
"county cannot be blank","O <LBLCOUNTY> não pode estar em branco se for introduzido um município."
"must enter reason for del invoice","É necessário indicar um motivo para eliminar esta factura"
"define tax rate","Definir taxa de imposto"
"enter reason","Introduzir motivo"
"send work order to","Enviar ordem de serviço para"
"itemize optional","Especificar (facultativo)"
"project info","Informações sobre o projecto"
"tech via notification","Tecnologia através de Notificação"
"invoices this job and all linked jobs","Facturas (este trabalho e todos os trabalhos associados)"
"send text message","Enviar uma mensagem de texto"
"nsi","NSI"
"must enter notification message","É necessário introduzir a mensagem de notificação antes de enviar"
"flag","Bandeira"
"must enter push list","É necessário introduzir pelo menos 1 pessoa para enviar a notificação push"
"aia app no","AIA App No."
"push notification sent","Notificação push enviada"
"confirm send wo to tech","Enviar <TYPE> para <NAME> (e incluir trabalhadores adicionais) e assinalar a OT como enviada para técnicos?"
"reprint invoice","Reimpressão da factura"
"push notification","Notificação push"
"browser does not support push notification","O seu browser não suporta actualmente notificações push!"
"push notif permission denied","Não é possível obter permissão para notificações push. Permissão negada"
"click add on the next screen to create a new","Clique em + no ecrã seguinte para criar um novo <ITEM>"
"send to","Enviar para"
"confirm delete tax rate","Tem a certeza de que pretende eliminar esta taxa de imposto?"
"card","Cartão"
"bank account","Conta Bancária"
"routing no","Número do roteiro"
"account no","Número da conta"
"confirm account no","Confirmar o número da conta"
"account nos do not match","O número de conta não corresponde!"
"must enter bank info","Tem de introduzir os seus dados bancários."
"confirm del pmt method on file","Tem a certeza de que pretende eliminar o método de pagamento guardado: <DESC>?"
"cannot delete default payment method on file","Não é possível eliminar o método de pagamento predefinido. Adicione um novo método de pagamento ao ficheiro (será o novo método predefinido) e tente novamente."
"delete payment","Eliminar pagamento"
"confirm del pmt","Tem a certeza de que pretende eliminar o pagamento: <PAYMENTID>?\n\nIsto não pode ser anulado. Só prossiga se quiser eliminar definitivamente este pagamento."
"push disabled","Empurrar Desactivado"
"mng time user not found msg","O utilizador não foi encontrado na lower(<LBLBRANCH>) seleccionada. Não é possível introduzir registo de horas!"
"merchant id","ID do comerciante"
"api credentials","Credenciais da API"
"pre-authorize","Pré-autorização"
"manage geo regions","Gerir regiões geográficas"
"defined geo regions","Regiões geográficas definidas"
"geo regions","Regiões geográficas"
"parent","Pai"
"super geo region","Região Super Geo"
"confirm delete record","Tem a certeza de que pretende eliminar o registo destacado?"
"geo reg instructions","Defina as suas regiões geográficas como desejar. Por exemplo, "Nome" pode ser o nome do seu <LBLCOUNTY> e "Pai" pode ser a abreviatura do seu estado."
"geo region","Região geográfica"
"region name","Nome da região"
"region name cannot be blank","O nome da região não pode estar em branco"
"parent name cannot be blank","O nome do progenitor não pode estar em branco"
"belongs to super geo region","Pertence à região Super Geo"
"super geo regions","Super Regiões Geo"
"manage super geo regions","Gerir super-regiões geográficas"
"defined super geo regions","Super-regiões geográficas definidas"
"super region name cannot be blank","O nome da super-região não pode estar em branco"
"super geo instructions","Defina as suas super-regiões geográficas como desejar. Por exemplo, "Nome" pode ser o nome do seu Território/Distrito. As super-regiões geográficas contêm várias regiões geográficas."
"super region name","Nome da super-região"
"view payments","Ver pagamentos"
"app url","URL da aplicação"
"switch app page","Tens a certeza de que queres mudar?\nDe: <CUR>\nPara: <NEW>?"
"credentials from clover","Credenciais do e-mail Clover Connect"
"file upload progress","Carregamento de ficheiro(s) <CNT> de <TOT>"
"preparing files to upload","Preparar ficheiro(s) para carregar"
"must check enter new payment before you can save it out","É necessário verificar <CHkLBL> antes de poder gravar um novo método de pagamento."
"save payment method","Guardar método de pagamento"
"create invoice","Criar factura"
"create nsi","Criar NSI"
"manage pending nsi","Gerir NSIs pendentes"
"temp id","Temp. ID"
"billing","Faturamento"
"always show selected","Faturamento"
"confirm comp code ok","Por favor, confirme o código da sua empresa: <b><span style="font-size:16px"><COMPCODE></span></b>\n\nEste código é utilizado quando faz o login no <APPNAME> e será utilizado por todos os funcionários.\n\n Por exemplo:\n<img style="margin-top:10px; max-height:200px;" src="../img/signInScreenCustCode.png" />"
"to change email for receipts give us a call","Para alterar o e-mail registado para os recibos de pagamento, contacte-nos"
"to change email for receipts 2","ou envie-nos um e-mail"
"set as default","Definir como predefinição"
"find pending nsi","Procurar NSI pendentes"
"add line item","Adicionar item"
"confirm delete nsi","Tem a certeza de que pretende apagar o Temp. ID: <ID>?"
"non service invoice","Factura de serviços"
"line items","Itens de linha"
"save as pending inv","Guardar como\n Inv. pendente"
"select job","Seleccionar trabalho"
"view job","Ver emprego"
"nsi intro tutorial","Todas as facturas requerem uma selecção de cliente. Antes de poder introduzir qualquer outra informação sobre a factura, deve primeiro seleccionar um cliente. O formulário de selecção de clientes será automaticamente aberto para sua conveniência e proficiência."
"must select a customer","É necessário seleccionar um cliente antes desta acção"
"must enter a date","É necessário introduzir uma data antes desta acção"
"line item","Item"
"fuel surcharge","Sobretaxa de combustível"
"parts material","Peça/Material"
"non service line item","Rubrica não relacionada com o serviço"
"nsi line instructions","Nota: A FSC deve ser adicionada como o último item da factura para calcular correctamente os montantes da FSC"
"total cost","Custo total"
"pricing","Preços"
"line item printed notes","Rubrica Notas impressas"
"you have not specified a price","Não especificou um preço. Está correcto?"
"negative charge not allowed","Introduziu uma carga negativa. Não são permitidas cargas negativas.\n\nSe estiver a tentar criar um crédito para o cliente, vá a Data-Customers-Surplus-History e crie um crédito manual."
"must specify gl code","É necessário especificar um código GL"
"should specify gl code","Deve especificar um código GL. Especificar agora?"
"have not entered cost for this item","Não introduziu o custo deste artigo. Introduzir o custo agora?"
"cost is greater than sub total price","O custo é superior ao preço total subjacente. Está correcto?"
"no correct","Não, correcto"
"invoice date cannot be in the future","A data da factura não pode ser no futuro"
"all line items must be greater than zero","Todas as rubricas devem ser superiores a zero."
"each","Cada"
"print inv","Imprimir Inv"
"creating invoice","Criando fatura..."
"",""
"pre authorized cc","CC pré-autorizada"
"charge and apply","Carregar e aplicar"
"cancel pre auth","Cancelar a pré-autorização."
"view payment","Ver pagamento"
"find pre authorized cc","Procurar CC pré-autorizada"
"pre authorized","Pré-autorizado"
"charged","Carregado"
"cancelled","Cancelado"
"since","Desde"
"pre auth","Pré-autorização"
"payment posted by","Pagamento Publicado por"
"pre auth expires","Pré-autorização. Expira"
"cancelled dt","Cancelado Dt"
"cancelled by","Cancelado por"
"pre auth charged, cancelled or expired","A pré-autorização já foi cobrada, cancelada ou expirou"
"pre auth not charged yet","Pré-autorização ainda não cobrada."
"pre authorize cc","Pré-autorizar CC"
"start account but keep current merchant","Recomendamos que crie a sua conta de comerciante antes de mudar, para que possa continuar a processar pagamentos no <APPNAME> durante esse período.\n\nO processo de criação da conta de comerciante pode demorar até 48 horas (dependendo do comerciante).\n\nPretende mudar de comerciante agora ou criar a sua conta?"
